## FlyBase D. melanogaster-Human Orthologs and associated diseases report
## Generated: Sun Mar 30 12:43:55 2025
## Using datasource: dbi:Pg:dbname=fb_2025_02_reporting;host=flysql25;port=5432...

##Dmel_gene_ID	Dmel_gene_symbol	Human_gene_HGNC_ID	Human_gene_OMIM_ID	Human_gene_symbol	DIOPT_score	OMIM_Phenotype_IDs	OMIM_Phenotype_IDs[name]
FBgn0038716	CG7342	HGNC:10972	MIM:607581	SLC22A8	5		
FBgn0038716	CG7342	HGNC:10966	MIM:602608	SLC22A2	5		
FBgn0038716	CG7342	HGNC:21106	MIM:611697	SLC22A23	3		
FBgn0038716	CG7342	HGNC:32935	MIM:610792	SLC22A25	4		
FBgn0038716	CG7342	HGNC:10963	MIM:602607	SLC22A1	5		
FBgn0038716	CG7342	HGNC:10967	MIM:604842	SLC22A3	5		
FBgn0038716	CG7342	HGNC:23095	MIM:611461	SLC22A17	3		
FBgn0038716	CG7342	HGNC:20301	MIM:608275	SLC22A15	4		
FBgn0038716	CG7342	HGNC:17989	MIM:607096	SLC22A12	5	220150	220150[HYPOURICEMIA, RENAL, 1; RHUC1]
FBgn0038716	CG7342	HGNC:29867	MIM:611696	SLC22A20P	4		
FBgn0038716	CG7342	HGNC:27091		SLC22A31	3		
FBgn0038716	CG7342	HGNC:18120	MIM:607097	SLC22A11	5		
FBgn0038716	CG7342	HGNC:16261	MIM:607579	SLC22A9	4		
FBgn0038716	CG7342	HGNC:28542	MIM:611698	SLC22A24	5		
FBgn0038716	CG7342	HGNC:18057	MIM:607580	SLC22A10	4		
FBgn0038718	CG17752	HGNC:8494	MIM:604047	SLC22A13	5		
FBgn0038718	CG17752	HGNC:10970	MIM:607582	SLC22A6	5		
FBgn0038718	CG17752	HGNC:20302	MIM:608276	SLC22A16	4		
FBgn0038718	CG17752	HGNC:10968	MIM:604190	SLC22A4	5	180300	180300[RHEUMATOID ARTHRITIS; RA]
FBgn0038718	CG17752	HGNC:10969	MIM:603377	SLC22A5	5	212140	212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]
FBgn0038718	CG17752	HGNC:8495	MIM:604048	SLC22A14	4		
FBgn0038718	CG17752	HGNC:10971	MIM:604995	SLC22A7	6		
FBgn0038718	CG17752	HGNC:10972	MIM:607581	SLC22A8	5		
FBgn0038718	CG17752	HGNC:10966	MIM:602608	SLC22A2	5		
FBgn0038718	CG17752	HGNC:32935	MIM:610792	SLC22A25	4		
FBgn0038718	CG17752	HGNC:10963	MIM:602607	SLC22A1	5		
FBgn0038718	CG17752	HGNC:10967	MIM:604842	SLC22A3	5		
FBgn0038718	CG17752	HGNC:20301	MIM:608275	SLC22A15	4		
FBgn0038718	CG17752	HGNC:17989	MIM:607096	SLC22A12	5	220150	220150[HYPOURICEMIA, RENAL, 1; RHUC1]
FBgn0038718	CG17752	HGNC:29867	MIM:611696	SLC22A20P	4		
FBgn0038718	CG17752	HGNC:18120	MIM:607097	SLC22A11	5		
FBgn0038718	CG17752	HGNC:16261	MIM:607579	SLC22A9	4		
FBgn0038718	CG17752	HGNC:28542	MIM:611698	SLC22A24	5		
FBgn0038718	CG17752	HGNC:18057	MIM:607580	SLC22A10	4		
FBgn0038719	CG16727	HGNC:8494	MIM:604047	SLC22A13	5		
FBgn0038719	CG16727	HGNC:10970	MIM:607582	SLC22A6	5		
FBgn0038719	CG16727	HGNC:20302	MIM:608276	SLC22A16	4		
FBgn0038719	CG16727	HGNC:10968	MIM:604190	SLC22A4	5	180300	180300[RHEUMATOID ARTHRITIS; RA]
FBgn0038719	CG16727	HGNC:10969	MIM:603377	SLC22A5	5	212140	212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]
FBgn0038719	CG16727	HGNC:8495	MIM:604048	SLC22A14	4		
FBgn0038719	CG16727	HGNC:10971	MIM:604995	SLC22A7	6		
FBgn0038719	CG16727	HGNC:10972	MIM:607581	SLC22A8	5		
FBgn0038719	CG16727	HGNC:10966	MIM:602608	SLC22A2	5		
FBgn0038719	CG16727	HGNC:32935	MIM:610792	SLC22A25	4		
FBgn0038719	CG16727	HGNC:10963	MIM:602607	SLC22A1	5		
FBgn0038719	CG16727	HGNC:10967	MIM:604842	SLC22A3	5		
FBgn0038719	CG16727	HGNC:20301	MIM:608275	SLC22A15	4		
FBgn0038719	CG16727	HGNC:17989	MIM:607096	SLC22A12	5	220150	220150[HYPOURICEMIA, RENAL, 1; RHUC1]
FBgn0038719	CG16727	HGNC:29867	MIM:611696	SLC22A20P	4		
FBgn0038719	CG16727	HGNC:18120	MIM:607097	SLC22A11	5		
FBgn0038719	CG16727	HGNC:16261	MIM:607579	SLC22A9	4		
FBgn0038719	CG16727	HGNC:28542	MIM:611698	SLC22A24	5		
FBgn0038719	CG16727	HGNC:18057	MIM:607580	SLC22A10	4		
FBgn0038722	Nup58	HGNC:20261	MIM:607615	NUP58	11		
FBgn0003011	ort	HGNC:4328	MIM:600421	GLRA3	5		
FBgn0003011	ort	HGNC:4329	MIM:138492	GLRB	5	614619	614619[HYPEREKPLEXIA 2; HKPX2]
FBgn0003011	ort	HGNC:4327	MIM:305990	GLRA2	5	301076	301076[INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, PILORGE TYPE; MRXSP]
FBgn0003011	ort	HGNC:4326	MIM:138491	GLRA1	5	149400	149400[HYPEREKPLEXIA 1; HKPX1]
FBgn0038725	CG6184	HGNC:29288	MIM:617838	FAM234B	4		
FBgn0038725	CG6184	HGNC:14163		FAM234A	4		
FBgn0038723	CG6195	HGNC:3030	MIM:602986	DRG2	14		
FBgn0038723	CG6195	HGNC:3029	MIM:603952	DRG1	5	620641	620641[TAN-ALMURSHEDI SYNDROME; TANALS]
FBgn0038721	subdued	HGNC:21625	MIM:610108	ANO1	12	620045,620687	620045[INTESTINAL DYSMOTILITY SYNDROME; IDMTS],620687[MOYAMOYA DISEASE 7; MYMY7]
FBgn0038721	subdued	HGNC:1183	MIM:610109	ANO2	10		
FBgn0038721	subdued	HGNC:31677	MIM:605096	ANO7	6		
FBgn0038721	subdued	HGNC:25240	MIM:608663	ANO6	10	262890	262890[SCOTT SYNDROME; SCTS]
FBgn0038721	subdued	HGNC:27337	MIM:608662	ANO5	9	166260,611307,613319	166260[GNATHODIAPHYSEAL DYSPLASIA; GDD],611307[MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 12; LGMDR12],613319[MIYOSHI MUSCULAR DYSTROPHY 3; MMD3]
FBgn0038721	subdued	HGNC:23837	MIM:610111	ANO4	10		
FBgn0038721	subdued	HGNC:14004	MIM:610110	ANO3	9	615034	615034[DYSTONIA 24; DYT24]
FBgn0038721	subdued	HGNC:20679	MIM:619963	ANO9	6		
FBgn0038720	CG6231	HGNC:8494	MIM:604047	SLC22A13	5		
FBgn0038720	CG6231	HGNC:10970	MIM:607582	SLC22A6	5		
FBgn0038720	CG6231	HGNC:20302	MIM:608276	SLC22A16	4		
FBgn0038720	CG6231	HGNC:10968	MIM:604190	SLC22A4	5	180300	180300[RHEUMATOID ARTHRITIS; RA]
FBgn0038720	CG6231	HGNC:10969	MIM:603377	SLC22A5	5	212140	212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]
FBgn0038720	CG6231	HGNC:8495	MIM:604048	SLC22A14	4		
FBgn0038720	CG6231	HGNC:10971	MIM:604995	SLC22A7	6		
FBgn0038720	CG6231	HGNC:10972	MIM:607581	SLC22A8	5		
FBgn0038720	CG6231	HGNC:10966	MIM:602608	SLC22A2	5		
FBgn0038720	CG6231	HGNC:32935	MIM:610792	SLC22A25	4		
FBgn0038720	CG6231	HGNC:10963	MIM:602607	SLC22A1	5		
FBgn0038720	CG6231	HGNC:10967	MIM:604842	SLC22A3	5		
FBgn0038720	CG6231	HGNC:20301	MIM:608275	SLC22A15	4		
FBgn0038720	CG6231	HGNC:17989	MIM:607096	SLC22A12	5	220150	220150[HYPOURICEMIA, RENAL, 1; RHUC1]
FBgn0038720	CG6231	HGNC:29867	MIM:611696	SLC22A20P	4		
FBgn0038720	CG6231	HGNC:18120	MIM:607097	SLC22A11	5		
FBgn0038720	CG6231	HGNC:16261	MIM:607579	SLC22A9	4		
FBgn0038720	CG6231	HGNC:28542	MIM:611698	SLC22A24	5		
FBgn0038720	CG6231	HGNC:18057	MIM:607580	SLC22A10	4		
FBgn0038735	MICU3	HGNC:27820	MIM:610633	MICU3	14		
FBgn0038735	MICU3	HGNC:31830	MIM:610632	MICU2	5		
FBgn0038735	MICU3	HGNC:1530	MIM:605084	MICU1	3	615673	615673[MYOPATHY WITH EXTRAPYRAMIDAL SIGNS; MPXPS]
FBgn0038737	Mrm2	HGNC:16352	MIM:606906	MRM2	14	618567	618567[MITOCHONDRIAL DNA DEPLETION SYNDROME 17; MTDPS17]
FBgn0038739	CG4686	HGNC:28618	MIM:617779	TMEM256	10		
FBgn0038742	Arc42	HGNC:89	MIM:607008	ACADM	4	201450	201450[ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD]
FBgn0038742	Arc42	HGNC:90	MIM:606885	ACADS	14	201470	201470[ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD]
FBgn0038742	Arc42	HGNC:91	MIM:600301	ACADSB	4	610006	610006[2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY]
FBgn0038742	Arc42	HGNC:4189	MIM:608801	GCDH	3	231670	231670[GLUTARIC ACIDEMIA I; GA1]
FBgn0038742	Arc42	HGNC:6186	MIM:607036	IVD	4	243500	243500[ISOVALERIC ACIDEMIA; IVA]
FBgn0038742	Arc42	HGNC:88	MIM:609576	ACADL	3		
FBgn0014006	Ask1	HGNC:6858	MIM:604468	MAP3K6	9		
FBgn0014006	Ask1	HGNC:31689	MIM:300820	MAP3K15	14		
FBgn0014006	Ask1	HGNC:6857	MIM:602448	MAP3K5	13		
FBgn0038744	CG4733	HGNC:9307	MIM:604944	PPP2R3A	8		
FBgn0038744	CG4733	HGNC:13417	MIM:300339	PPP2R3B	10		
FBgn0038747	RhoGAP92B	HGNC:29096	MIM:617716	ARHGAP44	11		
FBgn0038747	RhoGAP92B	HGNC:18239	MIM:608293	ARHGAP17	12		
FBgn0038747	RhoGAP92B	HGNC:10824	MIM:617368	SH3BP1	9		
FBgn0038751	CG4770	HGNC:26222	MIM:616107	FAR1	7	616154,619338	616154[PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER; PFCRD],619338[CATARACTS, SPASTIC PARAPARESIS, AND SPEECH DELAY; CSPSD]
FBgn0038751	CG4770	HGNC:25531	MIM:616156	FAR2	6		
FBgn0051213	CG31213	HGNC:37	MIM:605414	ABCA7	5	608907	608907[ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9]
FBgn0051213	CG31213	HGNC:29	MIM:600046	ABCA1	4	205400,604091	205400[TANGIER DISEASE; TGD],604091[HYPOALPHALIPOPROTEINEMIA, PRIMARY, 1]
FBgn0051213	CG31213	HGNC:32	MIM:600047	ABCA2	4	618808	618808[INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA]
FBgn0051213	CG31213	HGNC:34	MIM:601691	ABCA4	5	153800,248200,601718,604116	153800[MACULAR DEGENERATION, AGE-RELATED, 2; ARMD2],248200[STARGARDT DISEASE 1; STGD1],601718[RETINITIS PIGMENTOSA 19; RP19],604116[CONE-ROD DYSTROPHY 3; CORD3]
FBgn0051213	CG31213	HGNC:33	MIM:601615	ABCA3	7	610921	610921[SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3]
FBgn0051213	CG31213	HGNC:14637	MIM:607800	ABCA12	5	242500,601277	242500[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B],601277[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A]
FBgn0051213	CG31213	HGNC:30	MIM:612508	ABCA10	4		
FBgn0051213	CG31213	HGNC:39	MIM:612507	ABCA9	4		
FBgn0051213	CG31213	HGNC:38	MIM:612505	ABCA8	4		
FBgn0051213	CG31213	HGNC:36	MIM:612504	ABCA6	4		
FBgn0051213	CG31213	HGNC:35	MIM:612503	ABCA5	4	135400	135400[HYPERTRICHOSIS, CONGENITAL GENERALIZED, 3, WITH OR WITHOUT GINGIVAL HYPERPLASIA; HTC3]
FBgn0051213	CG31213	HGNC:14638	MIM:607807	ABCA13	4		
FBgn0038760	MED25	HGNC:28845	MIM:610197	MED25	12	616449	616449[BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME; BVSYS]
FBgn0038760	MED25	HGNC:9632	MIM:610195	PTOV1	6		
FBgn0038772	mdlc	HGNC:17267		RNF113B	12		
FBgn0038772	mdlc	HGNC:12974	MIM:300951	RNF113A	13	300953	300953[TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE; TTD5]
FBgn0038771	CG4390	HGNC:3465	MIM:133280	ESD	14		
FBgn0038769	Regnase-1	HGNC:21175	MIM:611106	ZC3H12D	9		
FBgn0038769	Regnase-1	HGNC:17407	MIM:300889	ZC3H12B	11		
FBgn0038769	Regnase-1	HGNC:29362	MIM:615001	ZC3H12C	11		
FBgn0038769	Regnase-1	HGNC:26259	MIM:610562	ZC3H12A	11		
FBgn0038769	Regnase-1	HGNC:20165	MIM:620129	NYNRIN	4		
FBgn0038769	Regnase-1	HGNC:20166	MIM:619579	KHNYN	4		
FBgn0038769	Regnase-1	HGNC:29850	MIM:619138	N4BP1	5		
FBgn0038763	PIG-L	HGNC:8966	MIM:605947	PIGL	13	280000	280000[COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND EAR ANOMALIES SYNDROME; CHIME]
FBgn0038755	Hs6st	HGNC:19133	MIM:300545	HS6ST2	12	301025	301025[PAGANINI-MIOZZO SYNDROME; MRXSPM]
FBgn0038755	Hs6st	HGNC:5201	MIM:604846	HS6ST1	13	614880	614880[HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA; HH15]
FBgn0038755	Hs6st	HGNC:19134	MIM:609401	HS6ST3	12		
FBgn0038753	CG4459	HGNC:8494	MIM:604047	SLC22A13	3		
FBgn0038753	CG4459	HGNC:20302	MIM:608276	SLC22A16	3		
FBgn0038753	CG4459	HGNC:8495	MIM:604048	SLC22A14	3		
FBgn0038753	CG4459	HGNC:10963	MIM:602607	SLC22A1	3		
FBgn0038753	CG4459	HGNC:20301	MIM:608275	SLC22A15	3		
FBgn0038752	CG4462	HGNC:8494	MIM:604047	SLC22A13	3		
FBgn0038752	CG4462	HGNC:20302	MIM:608276	SLC22A16	3		
FBgn0038752	CG4462	HGNC:8495	MIM:604048	SLC22A14	3		
FBgn0038752	CG4462	HGNC:10963	MIM:602607	SLC22A1	3		
FBgn0038752	CG4462	HGNC:20301	MIM:608275	SLC22A15	3		
FBgn0038750	CG4465	HGNC:8494	MIM:604047	SLC22A13	3		
FBgn0038750	CG4465	HGNC:20302	MIM:608276	SLC22A16	3		
FBgn0038750	CG4465	HGNC:8495	MIM:604048	SLC22A14	3		
FBgn0038750	CG4465	HGNC:10963	MIM:602607	SLC22A1	3		
FBgn0038750	CG4465	HGNC:20301	MIM:608275	SLC22A15	3		
FBgn0038746	Surf6	HGNC:11478	MIM:185642	SURF6	7		
FBgn0038745	ClpX	HGNC:2088	MIM:615611	CLPX	14	618015	618015[PROTOPORPHYRIA, ERYTHROPOIETIC, 2; EPP2]
FBgn0002940	ninaE	HGNC:14449	MIM:606665	OPN4	13		
FBgn0038740	Mrp5	HGNC:55	MIM:605250	ABCC4	13		
FBgn0038740	Mrp5	HGNC:52	MIM:612509	ABCC10	5		
FBgn0038740	Mrp5	HGNC:53	MIM:601107	ABCC2	5	237500	237500[DUBIN-JOHNSON SYNDROME; DJS]
FBgn0038740	Mrp5	HGNC:51	MIM:158343	ABCC1	6	618915	618915[DEAFNESS, AUTOSOMAL DOMINANT 77; DFNA77]
FBgn0038740	Mrp5	HGNC:59	MIM:600509	ABCC8	5	125853,240800,256450,610374,618857	125853[TYPE 2 DIABETES MELLITUS; T2D],240800[HYPOGLYCEMIA, LEUCINE-INDUCED; LIH],256450[HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1],610374[DIABETES MELLITUS, TRANSIENT NEONATAL, 2; TNDM2],618857[DIABETES MELLITUS, PERMANENT NEONATAL, 3; PNDM3]
FBgn0038740	Mrp5	HGNC:14640	MIM:607041	ABCC12	6		
FBgn0038740	Mrp5	HGNC:60	MIM:601439	ABCC9	5	239850,608569,614050,619719	239850[CANTU SYNDROME],608569[CARDIOMYOPATHY, DILATED, 1O; CMD1O],614050[ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12],619719[INTELLECTUAL DISABILITY AND MYOPATHY SYNDROME; IDMYS]
FBgn0038740	Mrp5	HGNC:57	MIM:603234	ABCC6	5	177850,264800,614473	177850[PSEUDOXANTHOMA ELASTICUM, FORME FRUSTE],264800[PSEUDOXANTHOMA ELASTICUM; PXE],614473[ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2]
FBgn0038740	Mrp5	HGNC:56	MIM:605251	ABCC5	6		
FBgn0038740	Mrp5	HGNC:14639	MIM:607040	ABCC11	5	117800	117800[APOCRINE GLAND SECRETION, VARIATION IN]
FBgn0038740	Mrp5	HGNC:54	MIM:604323	ABCC3	6		
FBgn0038740	Mrp5	HGNC:1884	MIM:602421	CFTR	5	167800,211400,219700,277180	167800[PANCREATITIS, HEREDITARY; PCTT],211400[BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1; BESC1],219700[CYSTIC FIBROSIS; CF],277180[VAS DEFERENS, CONGENITAL BILATERAL APLASIA OF; CBAVD]
FBgn0038738	CG4572	HGNC:29507	MIM:619723	SCPEP1	4		
FBgn0038738	CG4572	HGNC:14399	MIM:609780	CPVL	14		
FBgn0038773	CG10887	HGNC:30401	MIM:610507	LEO1	3		
FBgn0038774	CG5023	HGNC:2155	MIM:600806	CNN1	8		
FBgn0038774	CG5023	HGNC:2156	MIM:602373	CNN2	6		
FBgn0038774	CG5023	HGNC:2157	MIM:602374	CNN3	7		
FBgn0038774	CG5023	HGNC:11553	MIM:600818	TAGLN	5		
FBgn0038774	CG5023	HGNC:11554	MIM:604634	TAGLN2	7		
FBgn0038774	CG5023	HGNC:29868	MIM:607953	TAGLN3	7		
FBgn0003249	Rh3	HGNC:14449	MIM:606665	OPN4	7		
FBgn0003249	Rh3	HGNC:10450	MIM:605224	RRH	3		
FBgn0038788	Sirt2	HGNC:14931	MIM:604481	SIRT3	6		
FBgn0038788	Sirt2	HGNC:14929	MIM:604479	SIRT1	3		
FBgn0038788	Sirt2	HGNC:10886	MIM:604480	SIRT2	12		
FBgn0038796	eIF3g2	HGNC:3274	MIM:603913	EIF3G	14		
FBgn0038799	VGlut2	HGNC:20151	MIM:607557	SLC17A8	6	605583	605583[DEAFNESS, AUTOSOMAL DOMINANT 25; DFNA25]
FBgn0038799	VGlut2	HGNC:10933	MIM:604322	SLC17A5	8	269920,604369	269920[INFANTILE SIALIC ACID STORAGE DISEASE; ISSD],604369[SALLA DISEASE; SD]
FBgn0038799	VGlut2	HGNC:16703	MIM:607563	SLC17A6	6		
FBgn0038799	VGlut2	HGNC:16704	MIM:605208	SLC17A7	6		
FBgn0038799	VGlut2	HGNC:10929	MIM:182308	SLC17A1	3		
FBgn0038799	VGlut2	HGNC:10932	MIM:604216	SLC17A4	3		
FBgn0038799	VGlut2	HGNC:10930	MIM:611049	SLC17A2	4		
FBgn0038799	VGlut2	HGNC:10931	MIM:611034	SLC17A3	4	612671	612671[URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4]
FBgn0038797	Dic2	HGNC:10980	MIM:606794	SLC25A10	8	618972	618972[MITOCHONDRIAL DNA DEPLETION SYNDROME 19; MTDPS19]
FBgn0038795	Tmlh	HGNC:18308	MIM:300777	TMLHE	12	300872	300872[AUTISM, SUSCEPTIBILITY TO, X-LINKED 6; AUTSX6]
FBgn0038795	Tmlh	HGNC:964	MIM:603312	BBOX1	3		
FBgn0038803	CG5191	HGNC:26440	MIM:300654	FAAH2	6		
FBgn0038803	CG5191	HGNC:3553	MIM:602935	FAAH	4	606581	606581[POLYSUBSTANCE ABUSE, SUSCEPTIBILITY TO; PSAB]
FBgn0038806	CG5412	HGNC:24203	MIM:607896	OVCA2	14		
FBgn0038808	Srp14	HGNC:11299	MIM:600708	SRP14	12		
FBgn0038810	Srp72	HGNC:11303	MIM:602122	SRP72	13	614675	614675[BONE MARROW FAILURE SYNDROME 1; BMFS1]
FBgn0023097	bon	HGNC:11812	MIM:603406	TRIM24	10		
FBgn0023097	bon	HGNC:29005	MIM:612000	TRIM66	4		
FBgn0023097	bon	HGNC:16384	MIM:601742	TRIM28	5		
FBgn0023097	bon	HGNC:16290	MIM:605769	TRIM33	10		
FBgn0038816	Lrrk	HGNC:18608	MIM:610986	LRRK1	8	615198	615198[OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA; OSMD]
FBgn0038816	Lrrk	HGNC:18618	MIM:609007	LRRK2	6	607060	607060[PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8]
FBgn0004107	Cdk2	HGNC:1774	MIM:123831	CDK5	4	616342	616342[LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA; LIS7]
FBgn0004107	Cdk2	HGNC:8749	MIM:311550	CDK16	3		
FBgn0004107	Cdk2	HGNC:1722	MIM:116940	CDK1	6		
FBgn0004107	Cdk2	HGNC:8883	MIM:610679	CDK14	3		
FBgn0004107	Cdk2	HGNC:8751	MIM:169190	CDK18	3		
FBgn0004107	Cdk2	HGNC:1771	MIM:116953	CDK2	10		
FBgn0004107	Cdk2	HGNC:1772	MIM:123828	CDK3	10		
FBgn0004107	Cdk2	HGNC:8750	MIM:603440	CDK17	3		
FBgn0004107	Cdk2	HGNC:14434	MIM:616147	CDK15	3		
FBgn0024944	Oamb	HGNC:278	MIM:104220	ADRA1B	3		
FBgn0024944	Oamb	HGNC:277	MIM:104221	ADRA1A	4		
FBgn0038818	Nep4	HGNC:8918	MIM:300550	PHEX	5	307800	307800[HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT; XLHRD]
FBgn0038818	Nep4	HGNC:14668	MIM:618104	MMEL1	10		
FBgn0038818	Nep4	HGNC:7154	MIM:120520	MME	9	617017,617018	617017[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T; CMT2T],617018[SPINOCEREBELLAR ATAXIA 43; SCA43]
FBgn0038818	Nep4	HGNC:13275	MIM:610145	ECE2	7		
FBgn0038818	Nep4	HGNC:3147	MIM:605896	ECEL1	7	615065	615065[ARTHROGRYPOSIS, DISTAL, TYPE 5D; DA5D]
FBgn0038818	Nep4	HGNC:3146	MIM:600423	ECE1	8	145500,613870	145500[HYPERTENSION, ESSENTIAL],613870[HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION; HCAD]
FBgn0038818	Nep4	HGNC:6308	MIM:613883	KEL	5	110900	110900[BLOOD GROUP--KELL SYSTEM; KEL]
FBgn0038818	Nep4	HGNC:53615		EEF1AKMT4-ECE2	8		
FBgn0028422	GluRIID	HGNC:4572	MIM:138247	GRIA2	7	618917	618917[NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; NEDLIB]
FBgn0028422	GluRIID	HGNC:4573	MIM:305915	GRIA3	7	300699	300699[INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, WU TYPE; MRXSW]
FBgn0028422	GluRIID	HGNC:4580	MIM:138244	GRIK2	7	611092,619580	611092[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 6; MRT6],619580[NEURODEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND ATAXIA AND WITH OR WITHOUT SEIZURES; NEDLAS]
FBgn0028422	GluRIID	HGNC:4581	MIM:138243	GRIK3	8		
FBgn0028422	GluRIID	HGNC:4571	MIM:138248	GRIA1	7	619927,619931	619927[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 67; MRD67],619931[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 76; MRT76]
FBgn0028422	GluRIID	HGNC:4583	MIM:600283	GRIK5	7		
FBgn0028422	GluRIID	HGNC:4579	MIM:138245	GRIK1	8		
FBgn0028422	GluRIID	HGNC:4574	MIM:138246	GRIA4	7	617864	617864[NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES; NEDSGA]
FBgn0028422	GluRIID	HGNC:4582	MIM:600282	GRIK4	9		
FBgn0028422	GluRIID	HGNC:16767	MIM:606650	GRIN3A	3		
FBgn0028422	GluRIID	HGNC:4585	MIM:138253	GRIN2A	3	245570	245570[EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; FESD]
FBgn0028422	GluRIID	HGNC:4586	MIM:138252	GRIN2B	3	613970,616139	613970[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 6, WITH OR WITHOUT SEIZURES; MRD6],616139[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27; DEE27]
FBgn0028422	GluRIID	HGNC:4587	MIM:138254	GRIN2C	3		
FBgn0028422	GluRIID	HGNC:4588	MIM:602717	GRIN2D	3	617162	617162[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46; DEE46]
FBgn0028422	GluRIID	HGNC:4576	MIM:602368	GRID2	4	616204	616204[SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18]
FBgn0028422	GluRIID	HGNC:16768	MIM:606651	GRIN3B	3		
FBgn0028422	GluRIID	HGNC:4575	MIM:610659	GRID1	4		
FBgn0051201	GluRIIE	HGNC:4572	MIM:138247	GRIA2	7	618917	618917[NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; NEDLIB]
FBgn0051201	GluRIIE	HGNC:4573	MIM:305915	GRIA3	7	300699	300699[INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, WU TYPE; MRXSW]
FBgn0051201	GluRIIE	HGNC:4580	MIM:138244	GRIK2	7	611092,619580	611092[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 6; MRT6],619580[NEURODEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND ATAXIA AND WITH OR WITHOUT SEIZURES; NEDLAS]
FBgn0051201	GluRIIE	HGNC:4581	MIM:138243	GRIK3	8		
FBgn0051201	GluRIIE	HGNC:4571	MIM:138248	GRIA1	7	619927,619931	619927[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 67; MRD67],619931[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 76; MRT76]
FBgn0051201	GluRIIE	HGNC:4583	MIM:600283	GRIK5	7		
FBgn0051201	GluRIIE	HGNC:4579	MIM:138245	GRIK1	8		
