Geneid,Control_1,Control_2,Control_3,Ab42_1,Ab42_2,Ab42_3
FBgn0026315,1502,1268,1658,1172,1335,1422
FBgn0003651,657,555,1016,1192,1035,1125
FBgn0043853,16,20,11,26,11,16
FBti0019396,0,2,19,2,4,0
FBgn0085391,260,225,480,424,407,496
FBgn0038170,19,18,36,41,31,49
FBgn0005649,14393,12224,11649,11733,16705,11238
FBti0062875,25,6,42,33,22,35
FBgn0039536,658,550,1003,1032,768,1042
FBgn0283562,0,0,0,0,0,0
FBgn0266734,0,0,0,1,0,2
FBgn0037307,100,82,73,215,144,216
FBgn0262559,15471,14952,15029,12036,15012,14783
FBgn0037326,139,117,216,238,206,283
FBgn0039796,69,5,2,338,127,268
FBgn0038007,2,3,2,7,9,3
FBti0020313,1,1,1,1,0,3
FBgn0037377,2491,2115,1663,1611,2490,1948
FBti0063296,0,0,1,0,0,0
FBgn0262420,0,0,0,0,0,0
FBgn0037743,1254,864,1141,1182,1269,1400
FBgn0267702,51,57,79,59,47,91
FBgn0039431,1331,864,1123,874,1589,1333
FBgn0038475,1227,689,1966,1357,1091,1070
FBgn0263404,13,0,0,39,16,37
FBgn0038132,0,1,3,3,1,1
FBgn0262424,0,0,0,0,0,0
FBgn0039264,8,6,2,1,5,5
FBgn0263117,20,18,16,28,27,20
FBgn0039240,4804,3361,3285,3470,4508,3750
FBgn0051002,2,2,0,2,5,0
FBti0020323,0,0,0,2,7,3
FBgn0264904,49,17,27,24,36,22
FBgn0037815,555,494,422,395,451,429
FBti0061907,0,0,1,0,0,0
FBgn0265422,0,0,0,0,0,0
FBti0019405,18,14,26,25,19,28
FBgn0039804,45,83,85,81,57,83
FBgn0086134,6602,6217,5616,5544,7837,6263
FBgn0027570,3056,1603,853,1356,1144,1821
FBgn0085309,0,0,0,2,0,0
FBgn0037933,2006,1500,1420,1675,2128,1813
FBgn0037299,1404,1043,1007,1052,1183,1038
FBgn0037912,85,74,102,49,52,84
FBgn0037279,2458,2146,2284,2372,2652,2773
FBgn0038145,27531,26406,22194,27203,32819,26357
FBti0019415,0,0,0,0,0,0
FBgn0267568,26,19,25,30,66,48
FBgn0053293,142,25,22,769,282,697
FBti0063104,1,0,0,0,0,1
FBgn0266742,153,61,94,82,44,86
FBgn0038740,3535,2828,4783,2614,1344,2688
FBgn0267138,0,0,0,6,0,3
FBgn0001297,3590,3250,4154,4673,4665,4972
FBgn0039821,408,307,809,722,491,594
FBgn0028968,4945,4068,3833,4112,4182,4571
FBgn0013767,43,36,56,64,71,63
FBgn0265163,5,2,0,13,14,32
FBgn0040582,298,717,703,2106,815,1097
FBgn0038390,2213,2054,1835,1849,3454,1877
FBgn0038847,2,0,0,2,1,3
FBti0019362,0,0,0,2,3,9
FBgn0264827,138,115,251,186,71,109
FBgn0003512,1222,1597,1230,1297,1823,1308
FBgn0286880,0,0,0,0,0,0
FBgn0024909,1336,1179,1099,1168,1802,1123
FBgn0262983,16,22,37,15,11,13
FBgn0038450,2361,3340,4380,4787,2738,4159
FBgn0051438,1,0,0,6,5,10
FBgn0051091,412,319,523,183,483,464
FBgn0065105,5,1,0,1,0,2
FBgn0038866,9,1,10,5,5,13
FBti0019297,1,0,0,3,0,0
FBti0019431,2,2,0,3,4,4
FBgn0263484,2,1,2,4,1,1
FBti0063753,0,0,0,1,0,0
FBti0020335,0,0,0,0,0,0
FBgn0038894,16,5,7,18,14,16
FBgn0039876,963,830,726,715,1102,788
FBgn0022344,2093,1840,1720,1659,2066,1829
FBgn0038550,165,189,165,132,160,160
FBgn0266228,1,0,0,1,2,0
FBti0062544,0,0,0,1,0,2
FBgn0038366,38,32,32,81,57,55
FBgn0038989,3853,3888,3101,2712,4080,2966
FBgn0026441,2909,2127,2169,2438,3343,2280
FBgn0085305,0,1,0,0,0,1
FBgn0038980,115,95,191,156,181,209
FBgn0016119,7166,6770,6273,5110,6850,6052
FBti0061702,0,0,0,1,3,2
FBgn0053630,0,0,0,1,0,1
FBgn0267132,0,0,0,0,3,0
FBgn0267753,2,1,6,1,3,0
FBgn0267751,0,0,0,0,2,1
FBgn0010770,2346,1928,2080,1904,2518,1690
FBgn0039049,3,3,0,1,2,4
FBgn0038196,2855,2773,2524,2180,3088,2594
FBgn0051497,0,0,0,0,0,0
FBgn0250846,58,0,0,238,72,212
FBgn0267140,2,0,0,13,7,13
FBgn0016650,421,252,279,601,529,421
FBgn0263402,9,23,14,9,5,5
FBgn0038630,161,0,0,908,342,702
FBgn0263384,5,4,0,16,6,14
FBgn0083047,3,2,8,4,4,1
FBgn0286918,1,0,0,0,0,0
FBti0061737,3,1,3,4,5,12
FBgn0037354,3789,2782,3605,3060,3295,3423
FBgn0038461,1166,1340,1442,1126,1485,1014
FBgn0039655,18,7,7,38,16,58
FBgn0000246,2073,2145,2022,1251,1844,1423
FBgn0026563,925,262,620,2538,2150,2494
FBgn0051274,6,1,3,0,5,2
FBgn0038139,5,8,15,39,14,20
FBgn0051491,0,0,0,0,0,0
FBgn0039830,62322,57320,55464,41946,61720,55356
FBgn0037848,1589,1304,1171,1444,2003,1485
FBgn0038870,1027,876,830,823,767,884
FBti0062925,0,0,0,0,0,0
FBgn0086768,2120,2010,1877,2075,2242,2213
FBgn0267121,3,0,0,6,1,2
FBti0061703,0,2,5,1,2,3
FBti0019365,0,0,3,0,0,4
FBgn0064126,0,0,0,0,0,0
FBgn0004110,1,0,2,0,3,3
FBgn0262023,0,0,0,1,1,0
FBgn0267564,5,0,0,8,9,4
FBgn0039403,561,539,408,405,523,413
FBgn0037516,9,0,0,45,29,41
FBgn0085346,0,0,0,0,0,0
FBgn0262823,0,0,0,0,0,0
FBgn0267123,1,0,0,15,0,13
FBgn0285925,11451,8127,9160,10748,13375,11791
FBgn0063649,658,417,567,559,569,668
FBgn0266733,0,1,0,5,17,5
FBgn0053099,626,388,577,458,488,597
FBti0062080,3,0,0,4,3,3
FBgn0038286,7086,5813,5549,6086,8972,6308
FBgn0027494,17,6,9,46,36,51
FBgn0039272,1080,805,821,731,1073,723
FBgn0040682,5,7,4,14,2,10
FBgn0039232,707,1071,1054,653,971,848
FBgn0250821,34,1,7,206,59,151
FBgn0003480,513,505,366,291,503,402
FBgn0283560,0,0,0,0,0,0
FBgn0039734,79,71,109,141,109,161
FBgn0053536,0,0,0,0,0,0
FBgn0051388,285,324,210,317,502,316
FBgn0264816,2177,2160,1681,1729,2470,1505
FBgn0038303,1748,1508,1268,1327,1725,1607
FBgn0051441,423,419,356,380,565,412
FBgn0038652,844,1553,1589,1938,1541,1750
FBgn0039611,1204,971,998,999,1095,1395
FBgn0266170,0,0,0,0,0,0
FBgn0000447,3128,2698,2436,2682,3076,2936
FBgn0039300,41116,37380,40318,25918,40525,38232
FBgn0263022,8,0,0,55,32,78
FBgn0039022,334,267,396,426,353,401
FBgn0039098,358,545,519,110,149,172
FBgn0039626,1189,989,929,1132,1477,1073
FBgn0010768,639,464,393,375,568,450
FBgn0039848,8,16,18,40,13,30
FBti0019296,10,6,19,20,26,21
FBgn0051526,6,0,0,4,7,9
FBti0019329,0,0,0,0,0,0
FBgn0085308,4,0,0,28,22,17
FBti0061727,0,0,2,0,0,0
FBti0063889,0,0,0,0,0,0
FBgn0037602,143,114,107,75,121,121
FBgn0039690,1115,890,1228,853,1076,1140
FBgn0051516,15,10,23,61,18,72
FBgn0038073,5,3,10,23,10,18
FBgn0263579,0,0,0,0,0,0
FBgn0262982,14,0,0,59,22,84
FBgn0265418,6,0,1,5,1,5
FBgn0250831,139,0,0,189,85,290
FBgn0051495,410,402,415,399,548,421
FBgn0267710,10,0,0,59,21,36
FBgn0015402,2975,1912,1725,1635,2046,1552
FBgn0002773,8252,7051,12006,10245,13179,11555
FBti0020372,0,0,0,0,0,0
FBgn0012024,0,0,0,0,0,0
FBgn0011959,0,0,0,0,0,0
FBtr0309673_df_nrg,0,0,0,0,0,0
FBgn0264899,0,0,0,0,0,0
FBgn0026634,1535,1388,1284,1483,1888,1511
FBgn0051217,1705,994,1091,1606,1949,2141
FBtr0472760_df_nrg,0,0,0,0,0,0
FBgn0039379,2918,2390,1987,2774,3762,2783
FBgn0038361,41,2,4,241,88,197
FBgn0262127,2543,1873,2030,2177,2856,2278
FBgn0266398,1,0,0,6,0,3
FBgn0051019,46,46,68,69,66,71
FBgn0001321,17,5,16,19,28,24
FBgn0261061,12,0,0,8,0,19
FBti0019398,2,0,2,1,4,4
FBti0062069,0,0,0,0,0,0
FBti0063896,0,0,2,3,7,8
FBgn0025781,2322,1980,1617,1734,2721,1881
FBgn0286030,27,13,21,18,19,19
FBgn0038275,1034,1072,926,801,1134,760
FBgn0039254,917,762,757,934,1014,858
FBti0019337,6,0,2,2,2,5
FBgn0038568,0,0,0,0,0,0
FBgn0039265,2616,2366,1987,1996,2699,2166
FBgn0038697,112,0,0,666,235,507
FBgn0263738,318,283,289,325,414,374
FBgn0037680,1603,1427,1299,1331,1973,1426
FBgn0051014,37,1,0,79,27,91
FBgn0262024,0,0,0,0,0,0
FBgn0243511,3964,2927,2532,2871,3235,2844
FBti0063885,0,0,0,0,0,0
FBgn0085325,3,1,1,9,1,7
FBgn0039682,11504,8577,12534,11278,9582,12223
FBgn0020385,19095,7815,21292,33562,31826,24326
FBgn0011845,0,0,0,0,0,1
FBti0061784,37,13,51,26,29,35
FBgn0000036,132,71,202,214,159,262
FBgn0038530,50,23,39,522,98,288
FBgn0037689,0,0,0,0,0,0
FBgn0038313,285,319,238,262,312,241
FBgn0267649,0,0,0,0,0,0
FBgn0267680,2,1,0,4,5,4
FBgn0039104,627,2,2,3646,1211,2761
FBgn0267108,0,0,0,0,0,0
FBgn0038914,5588,6790,10184,5150,2833,5490
FBgn0260745,4787,3394,3408,9759,5948,10439
FBgn0038828,839,673,675,459,732,601
FBgn0038414,194,99,184,153,112,167
FBgn0278597,0,0,0,0,0,1
FBgn0267682,0,0,0,0,0,2
FBgn0266382,1,0,1,5,3,1
FBgn0037773,530,531,428,466,743,411
FBti0019468,9,7,18,12,14,17
FBgn0038642,1,0,4,2,6,1
FBgn0083950,149,141,243,266,233,263
FBti0020328,0,0,0,2,1,0
FBgn0000247,4051,2806,2854,3330,3948,3409
FBti0019429,7,9,7,12,4,18
FBti0064286,0,0,1,0,0,0
FBgn0028374,55,58,86,101,100,131
FBgn0051242,0,0,0,0,0,0
FBgn0267926,1,1,0,0,1,11
FBgn0004577,5,1,1,3,1,4
FBgn0266408,45,14,26,40,39,58
FBgn0003510,0,0,0,0,0,0
FBgn0038619,472,476,338,461,572,431
FBgn0038976,2557,2473,2204,2115,2721,2193
FBti0019386,1,0,0,1,1,3
FBgn0267191,49,82,67,43,88,46
FBgn0043884,14919,8388,10084,11211,10733,10078
FBgn0262883,3,0,0,14,3,5
FBgn0012003,0,0,0,0,0,0
FBgn0262364,14,6,9,44,14,41
FBgn0038957,273,61,143,834,410,700
FBgn0267801,0,1,0,0,0,2
FBgn0038797,120,0,0,746,267,621
FBti0062168,0,0,0,0,0,0
FBgn0038247,349,136,55,78,86,291
FBti0062496,0,0,0,0,0,0
FBgn0284419,0,0,0,0,0,0
FBgn0037213,1447,1218,1587,1645,1246,1496
FBgn0286041,0,1,0,0,2,0
FBgn0038827,1737,1521,1474,1596,2813,1488
FBgn0243512,2293,1664,2070,2503,2503,2220
FBgn0085320,71,35,51,56,49,84
FBgn0011273,0,0,0,0,0,0
FBgn0020626,4859,3687,3877,4410,4199,4197
FBgn0054027,4,1,6,51,8,38
FBgn0038108,7826,6228,5523,6416,6958,6556
RR48372_transposable_element,0,0,0,0,0,1
FBgn0266418,1088,910,986,826,975,956
FBti0061689,0,0,0,0,0,0
FBgn0039315,560,453,757,541,345,629
FBgn0267385,29396,27994,28060,24396,28021,29672
FBgn0037443,6190,3864,4319,4570,4824,4876
FBgn0038747,3928,2749,2679,2660,3190,2985
FBgn0012002,0,0,0,0,0,0
FBgn0039638,1604,1579,1158,1410,1888,1498
FBgn0004901,3739,3339,2998,2804,3731,2514
FBgn0051054,4,1,2,2,2,1
FBtr0309664_df_nrg,0,0,0,0,0,0
FBgn0038376,5528,4254,4856,4768,5760,4803
FBgn0267194,0,0,0,0,0,0
FBgn0038380,17,22,19,33,28,46
FBgn0039705,2212,1962,1531,1881,2293,1862
FBtr0472729_df_nrg,0,0,0,0,0,0
FBti0019353,0,0,2,0,3,2
FBgn0038057,925,695,837,768,966,859
FBgn0023097,5090,4114,3876,4292,5591,4030
FBgn0083986,654,524,661,509,537,648
FBgn0037376,3578,3307,2755,3064,4723,3244
FBti0061723,0,0,0,0,2,0
FBgn0037249,24248,22940,20274,20393,23315,22508
FBgn0085306,0,0,0,0,0,0
FBgn0039531,549,426,383,431,578,444
FBti0062144,0,0,0,0,0,0
FBgn0039883,1106,844,1117,946,954,1099
FBti0062524,2,1,2,2,4,1
FBgn0054034,339,18,28,775,292,1087
FBgn0051573,0,0,1,0,0,0
FBti0062367,0,0,1,2,0,0
FBti0019407,0,0,1,7,10,5
FBgn0010401,112,122,116,159,275,173
FBgn0003129,71,45,77,92,72,85
FBgn0039767,4178,3557,3135,3573,4737,3391
FBgn0037910,8,0,0,71,17,91
FBgn0264915,1,1,5,2,2,2
FBgn0264491,3076,2345,3157,2915,3546,3391
FBgn0266730,8,1,2,37,12,39
FBgn0263527,0,0,0,0,0,0
FBgn0051515,17,0,0,28,24,48
FBgn0262383,0,0,0,0,0,0
FBgn0002354,582,598,581,421,597,544
FBgn0038143,1641,1484,2030,2404,1888,2491
FBgn0038727,3,3,0,4,0,0
FBgn0263755,469,471,392,397,547,395
FBgn0039648,5,5,8,15,8,9
FBgn0004777,15,16,4,8,3,7
FBtr0472815_df_nrg,0,0,0,0,0,0
FBgn0004175,222,0,0,1200,382,915
FBgn0267775,4,0,0,12,2,1
FBti0020386,0,0,0,0,0,0
FBgn0001139,8803,7657,7210,7659,10471,7565
FBgn0265423,1,0,0,8,8,15
FBti0019300,0,0,0,1,0,0
FBti0060979,0,0,0,0,0,0
FBgn0041710,196,166,194,245,203,236
FBgn0267314,0,0,0,0,0,0
FBgn0045862,4790,4554,3799,4211,5549,3912
FBti0062601,0,0,0,0,0,0
FBgn0039064,572,407,788,876,805,923
FBgn0038638,682,572,703,722,498,676
FBgn0051331,0,0,0,0,0,0
FBgn0085382,85,109,184,162,133,195
FBti0061579,0,0,0,0,0,0
FBgn0039048,401,319,557,971,538,763
FBgn0005632,15926,11248,12860,14173,17505,14006
FBgn0039592,0,0,0,0,0,1
FBtr0304253_df_nrg,0,0,0,0,0,0
FBgn0051334,0,0,0,1,0,0
FBgn0037439,2239,2006,2158,1852,1901,1719
FBgn0051081,0,0,0,0,0,0
FBgn0085413,219,144,311,408,341,372
FBgn0267153,0,0,0,5,7,2
FBgn0039491,70,2,6,470,170,422
FBti0061792,0,0,0,0,0,0
FBgn0039413,18,1,0,144,52,117
FBgn0087013,32647,23588,23438,24359,24974,25870
FBgn0265083,0,0,0,0,0,0
FBgn0039779,5,3,11,2,1,8
FBgn0039509,1160,1155,1072,1129,1394,1231
FBgn0283554,0,0,0,0,0,0
FBgn0051021,66,3,1,117,55,190
FBgn0039050,13,7,17,9,12,17
FBgn0014342,286,304,247,402,302,332
FBgn0267777,11,2,4,37,21,52
FBgn0262323,0,0,0,0,0,0
FBgn0038607,79,0,2,810,260,641
FBgn0023178,209,197,237,181,133,216
FBtr0472809_df_nrg,0,0,0,0,0,0
FBgn0267675,0,0,0,5,0,6
FBti0059752,0,0,0,0,0,0
FBgn0051161,175,23,91,748,328,707
FBgn0037489,3460,2740,2945,2546,3322,2689
FBgn0266242,0,0,0,5,0,2
FBgn0037624,491,373,335,318,571,388
FBgn0261844,0,0,0,0,0,0
FBgn0039835,950,883,788,657,900,798
FBgn0262233,0,0,0,0,0,0
FBgn0259227,3234,2174,2648,3278,3177,3109
FBgn0051361,326,69,137,1319,553,1085
FBgn0037650,29,1,0,55,18,50
FBgn0037722,1364,1291,1118,1080,1920,1122
FBgn0038865,1116,604,1454,1556,2330,2511
FBgn0039854,80,97,86,88,86,75
FBgn0266413,20,8,13,8,8,9
FBti0062468,0,0,0,1,0,0
FBti0062160,0,0,0,0,0,0
FBgn0261575,84611,27672,72224,39194,45677,55762
FBgn0261006,2,0,0,2,5,5
FBgn0267111,4,6,10,15,5,8
FBgn0262028,98,108,127,118,106,128
FBgn0039861,1950,1657,1681,1714,2514,1721
FBgn0038460,511,276,337,403,346,430
FBti0020349,0,0,0,0,0,0
FBgn0026562,2101,2719,2062,2789,2193,3185
FBgn0261840,0,0,0,0,0,0
FBgn0001230,348,653,728,1388,613,1019
FBgn0041711,217,283,405,205,253,342
FBgn0039190,190,2,0,1122,414,869
FBgn0010438,173,237,140,137,173,135
RR48405_transposable_element,0,0,2,7,3,3
FBgn0039161,31,46,54,81,34,51
FBgn0051282,0,0,0,1,0,0
FBgn0260466,0,0,0,0,0,0
FBgn0267339,182,204,301,309,138,229
FBgn0015279,5730,4157,4119,4973,6654,5435
FBgn0038149,11199,10500,7821,8310,11980,8468
FBgn0259194,1,0,3,2,1,4
FBgn0039233,1094,1349,1192,925,1132,837
FBgn0000015,37,34,59,148,67,120
FBgn0039622,27,20,14,36,35,68
FBgn0262174,0,0,0,0,0,0
FBgn0039093,1,4,3,30,1,2
FBgn0261550,5481,4181,4718,5653,5486,5172
FBgn0037972,54,49,69,39,83,54
FBgn0051055,58,4,0,392,122,334
FBgn0262539,610,465,596,488,531,779
FBti0062489,0,0,0,0,0,1
FBgn0259991,0,0,0,0,0,0
FBgn0037382,1699,1475,1327,1418,2014,1507
FBgn0037573,2718,2871,2558,2007,2980,2353
FBti0019414,1,0,0,2,2,1
FBgn0038886,0,0,0,1,0,2
FBgn0037601,98,89,105,138,94,140
FBgn0038142,81,41,113,108,112,132
FBgn0051570,0,0,0,0,0,0
FBgn0016691,10145,10372,10137,7804,9459,9527
FBgn0051191,40,41,67,55,58,66
FBgn0264740,0,0,0,0,0,1
FBgn0267210,5,1,4,0,1,4
FBti0020316,0,0,0,0,0,0
FBti0019313,1,1,0,0,0,1
FBgn0038343,56,66,73,84,73,65
FBgn0264694,3733,3723,2950,3074,4224,3056
FBgn0261842,0,0,0,0,0,0
FBgn0263343,8,2,5,42,14,55
FBti0061515,0,0,1,0,0,0
FBgn0053325,18,0,3,31,4,33
FBgn0083985,337,418,286,352,541,353
FBgn0265318,31,15,31,26,31,27
FBgn0051471,0,0,0,0,0,0
FBtr0304500_df_nrg,0,0,0,0,0,0
FBgn0287601,0,0,0,0,0,0
FBgn0039023,361,258,402,506,429,555
FBgn0260399,10666,8677,7408,7807,12989,8087
FBgn0267131,12,2,4,19,16,21
FBti0062757,0,0,0,0,0,0
FBti0020368,0,0,0,0,0,0
FBgn0263979,6274,5731,3977,4603,6858,5089
FBgn0000140,9611,7333,6037,7033,11578,7007
FBgn0038037,9485,5447,10000,7470,8597,9144
FBgn0039554,2836,2296,2050,2484,3463,2168
FBgn0038071,128,152,202,163,130,155
FBgn0027539,3243,2406,2162,2708,3605,2662
FBgn0051221,1112,770,1863,1581,1860,2020
FBgn0002921,40000,29406,35377,35799,37339,39449
FBgn0260969,3,0,0,18,8,12
FBgn0267764,3,0,0,17,2,13
FBti0019445,0,0,0,0,0,4
FBgn0038209,13,1,0,116,46,105
FBgn0267112,1,1,3,8,9,7
FBgn0037217,114,33,37,58,39,50
FBgn0039711,1635,1559,1258,1201,2092,1302
FBti0020325,0,0,0,0,0,0
FBgn0001215,16831,14381,14660,15026,18784,14557
FBgn0265351,383,316,375,326,375,381
FBgn0038268,1060,839,831,834,1183,844
FBgn0039071,229,0,0,1347,481,1162
FBtr0304229_df_nrg,0,0,0,0,0,0
FBgn0039086,260,271,305,294,302,325
FBgn0037698,192,168,378,384,389,435
FBgn0039299,26,23,10,57,36,63
FBgn0027608,990,829,1332,1949,1495,1829
FBgn0002592,5,11,5,24,8,5
FBgn0046689,115,268,332,144,130,180
FBgn0025808,1168,985,878,921,1616,985
FBgn0038981,1118,968,1126,1394,1013,1278
FBgn0063298,1,1,0,1,4,1
FBgn0039338,7208,5480,5196,6346,7724,6394
FBgn0038134,5,9,6,6,1,5
FBgn0285955,1963,1684,2370,3440,2416,2501
FBti0019335,0,0,0,0,0,0
FBgn0266238,1,1,2,3,3,6
FBgn0040679,29,0,0,122,42,111
FBgn0042102,568,469,598,689,609,719
FBgn0261995,2852,2345,2527,2466,2679,2664
FBgn0004779,0,0,0,4,0,0
FBgn0038716,61,32,50,120,48,139
FBgn0263460,0,1,1,0,0,0
FBgn0039538,1125,1109,956,903,1351,919
FBti0063783,1,0,0,0,0,0
FBgn0039360,1015,1042,871,1098,1030,1083
FBgn0026314,2365,1320,1843,1155,1291,1880
FBgn0264902,27,18,10,10,23,12
FBgn0020546,4,2,0,0,1,0
FBgn0038092,40,32,59,46,50,50
FBgn0011474,5875,4213,4358,4753,7606,4091
FBgn0261649,193,132,254,347,226,326
FBgn0037537,2059,1610,1841,1533,1798,2024
FBgn0038975,761,579,988,1237,953,1219
FBgn0266253,0,0,0,4,2,0
FBti0059740,1,0,3,1,4,3
FBgn0039163,3354,3094,2576,2333,3399,2515
FBgn0003257,2997,3208,2347,1917,2406,2116
FBgn0266404,1,0,3,0,0,2
FBgn0038280,63,0,0,396,130,360
FBgn0027544,0,0,0,0,0,0
FBgn0083048,17,4,12,5,6,2
FBgn0263390,793,649,878,1108,1016,1179
FBti0061904,0,0,0,0,0,0
FBgn0038337,1936,993,1249,891,900,873
FBgn0284234,0,0,0,0,0,0
FBtr0304222_df_nrg,0,0,0,0,0,0
FBgn0061476,1756,1567,1233,1486,2298,1393
FBgn0267233,0,0,0,0,1,0
FBgn0038330,288,253,253,483,372,452
FBgn0037284,3,0,0,12,5,29
FBgn0267443,54,45,51,45,63,80
FBgn0267781,20,1,10,20,14,19
FBgn0260463,4,3,33,21,12,1
FBgn0039396,23,8,44,14,27,31
FBgn0051523,15629,10859,14970,17758,20098,19715
FBgn0038931,0,0,1,2,0,0
FBgn0044826,6088,4228,4904,4800,5956,4837
FBti0062074,0,0,0,0,0,0
FBgn0037981,478,460,404,452,630,478
FBgn0037433,654,665,764,792,772,864
FBgn0085324,11,0,0,15,5,24
FBgn0267676,1,0,0,0,0,3
FBti0019366,0,0,0,0,3,0
FBgn0037224,1,3,3,1,1,1
FBgn0267681,2,0,0,16,14,7
FBgn0003450,438,375,265,244,407,297
FBgn0039562,17275,19352,17226,20889,16829,22773
FBgn0043069,16,8,12,10,17,12
FBgn0040259,2671,2182,3661,2888,3280,3241
FBgn0266739,4,2,3,1,2,0
FBgn0039836,210,130,147,103,116,155
FBgn0051189,92,71,100,88,73,79
FBgn0019624,13444,12417,12628,9591,11885,12520
FBgn0038849,252,174,276,218,188,236
FBgn0038731,106,87,163,216,101,176
FBti0061867,0,2,0,0,1,3
FBgn0037338,2029,1709,1642,1653,2744,1447
FBgn0028688,5361,5161,4006,4000,5367,4944
FBtr0304305_df_nrg,0,0,0,0,0,0
FBgn0038144,7,10,11,9,12,18
FBgn0283468,8967,7223,6769,7370,10135,7293
FBgn0039802,2125,2015,1998,1539,2161,1953
FBgn0287225,2529,2307,2523,2728,2052,2503
FBgn0267939,4,0,5,1,2,3
FBgn0040493,7071,6348,4799,5966,7297,6669
FBti0059798,46,38,46,33,46,55
FBgn0263544,0,0,0,0,0,0
FBgn0016685,13176,11727,11157,8860,14641,10055
FBti0063897,0,0,0,0,0,0
FBti0059725,0,0,0,0,0,0
FBgn0039136,3749,2862,2851,2718,3441,3198
FBti0063085,1,0,0,0,0,0
FBgn0037446,1417,1199,1175,1192,1508,1186
FBgn0038721,1587,1301,1980,1917,1946,1674
FBgn0263412,7,6,0,11,5,11
FBgn0011672,7430,5905,6212,5929,7605,6776
FBti0019422,31,36,86,38,44,76
FBgn0039697,8275,7547,7507,5960,7134,7344
FBgn0027518,1954,1686,1560,1653,2375,1612
FBgn0037873,3958,4436,4107,3154,3776,3764
FBgn0039713,82515,85483,68933,60807,69520,75350
FBgn0039602,930,753,779,799,1029,840
FBgn0039067,1202,1033,1013,1069,1534,1090
FBgn0039589,1494,1261,1117,1256,1879,1162
FBgn0264830,1,1,0,0,3,4
FBgn0037760,6499,4275,4439,5129,6589,4802
FBgn0039118,615,385,646,432,502,518
FBgn0266247,0,0,0,0,0,0
FBgn0038063,768,491,465,464,535,790
FBgn0039349,5514,3556,5644,4224,4696,4705
FBti0063920,0,0,0,0,0,0
FBgn0039667,205,251,412,480,361,421
FBgn0039483,353,420,652,280,375,499
FBgn0263480,0,0,0,0,0,0
FBgn0037432,51,11,17,182,72,171
FBgn0037896,135,73,60,109,119,119
FBgn0267799,0,0,0,4,4,1
FBgn0038569,3219,2445,2338,2790,3559,2970
FBgn0262363,88,0,0,113,37,114
FBgn0038658,31137,12040,23134,27375,24915,27324
FBgn0013813,59,16,23,622,272,483
FBgn0038546,2486,2307,1881,2014,2475,1948
FBgn0086054,3,1,2,1,3,5
FBgn0037621,1380,1400,1169,1250,1631,1341
FBgn0002937,288,139,241,324,272,395
FBgn0003169,3147,2229,2623,2454,3262,2873
FBgn0004897,5,5,7,8,7,6
FBgn0037780,1679,1361,1271,1544,1863,1706
FBgn0262582,7852,4998,6583,6645,7404,5825
FBgn0038741,885,656,638,723,1086,655
FBgn0051207,397,353,451,277,325,428
FBgn0025879,1077,909,1143,1473,1061,1422
FBgn0040253,12,39,34,15,33,22
FBgn0085384,340,264,409,506,492,541
FBti0063746,0,0,0,0,0,0
FBgn0053551,0,0,0,0,0,0
FBgn0027562,881,722,1048,1646,1150,1734
FBgn0039594,2609,1640,2203,2755,1814,2726
FBti0062446,2,0,0,0,0,0
FBgn0037324,21,27,37,34,67,42
FBgn0038234,846,801,683,659,883,691
FBgn0039197,1,0,0,3,0,1
FBgn0266566,28,31,33,82,45,54
FBgn0019925,6674,5922,5940,5963,7170,6218
FBgn0039480,2,0,3,3,0,4
FBgn0037611,434,394,392,279,438,285
FBti0063300,3,0,4,2,6,7
FBgn0266599,183007,180917,141514,146634,143666,170378
FBgn0039065,2523,2460,2086,2289,3953,2203
FBgn0038765,332,323,308,325,549,321
FBgn0267818,1,2,2,2,2,5
FBgn0004186,61,35,22,20,44,43
FBgn0262994,1,3,0,4,1,0
FBgn0038217,14,0,0,117,42,91
FBgn0038584,1441,1317,1137,1137,1743,1297
FBgn0039687,761,634,594,532,921,707
FBgn0263652,1,2,1,0,3,2
FBgn0038492,1,1,3,11,7,7
FBgn0037885,623,615,527,469,690,523
FBti0019372,0,0,0,0,0,0
FBti0059907,0,0,0,0,0,0
FBti0019424,5,2,3,5,11,3
FBgn0266268,2754,2468,2342,2433,2655,2803
FBgn0038942,4,0,0,0,2,0
FBgn0040623,0,0,0,0,0,0
FBti0062759,0,0,0,0,0,0
FBgn0037485,440,477,1035,941,660,932
FBti0061927,0,0,1,0,0,0
FBgn0051176,164,74,88,170,158,134
FBgn0051477,13,4,3,40,18,48
FBgn0039204,1157,842,762,730,753,1073
FBgn0038179,608,419,726,881,804,810
FBgn0038588,1804,1459,1220,1357,2240,1344
FBgn0037574,884,844,831,742,938,789
FBgn0038878,1680,1135,1829,996,1187,1400
FBti0061865,5,2,8,3,5,12
FBgn0038511,14,15,17,24,21,6
FBgn0026576,4870,4891,3596,3954,4809,3905
FBgn0266916,4900,3425,3267,3581,5769,3352
FBgn0261932,10,0,1,20,1,23
FBgn0039305,1291,1175,978,828,1186,999
FBgn0038014,17,2,0,33,16,41
FBgn0038484,205,191,167,118,119,172
FBgn0250910,69,60,132,171,129,203
FBgn0265274,2645,1761,2034,1741,1843,2269
FBgn0263413,66,52,119,88,112,117
FBti0061078,0,0,0,3,3,0
FBtr0445488_df_nrg,0,0,0,0,0,0
